run_id,provider,model,session_id,turn_number,case_id,round_number,checkpoint,observation_state,evaluator,scope,score_name,score,maximum,percentage,passed,current_turn_passed,conversation_passed,latency_seconds,input_tokens,output_tokens,detected_claims,missing_facts,lost_protected_terms,newly_introduced_claims,failing_turns
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,1,TRIAGE-CHAT-009-T001,1,True,1,Factual Accuracy,turn,Factual Accuracy,0.6666666666666666,1.0,0.6666666666666666,False,,,24.651136667001992,53,455,,"[""heavy, tight pain across the middle of the chest""]",,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,1,TRIAGE-CHAT-009-T001,1,True,1,Hallucination,conversation,Current Turn Hallucination Resistance,1.0,1.0,1.0,True,,,24.651136667001992,53,455,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,1,TRIAGE-CHAT-009-T001,1,True,1,Hallucination,conversation,Conversation Hallucination Integrity,1.0,1.0,1.0,True,,,24.651136667001992,53,455,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,1,TRIAGE-CHAT-009-T001,1,True,1,Consistency,conversation,Current Turn Consistency,1.0,1.0,1.0,True,,,24.651136667001992,53,455,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,1,TRIAGE-CHAT-009-T001,1,True,1,Consistency,conversation,Conversation Consistency,1.0,1.0,1.0,True,,,24.651136667001992,53,455,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,1,TRIAGE-CHAT-009-T001,1,True,1,Uncertainty,conversation,Current Turn Uncertainty Compliance,1.0,1.0,1.0,True,,,24.651136667001992,53,455,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,1,TRIAGE-CHAT-009-T001,1,True,1,Uncertainty,conversation,Conversation Uncertainty Integrity,1.0,1.0,1.0,True,,,24.651136667001992,53,455,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Factual Accuracy,turn,Factual Accuracy,0.0,1.0,0.0,False,,,1.962808332988061,538,60,,"[""heavy, tight pain across the middle of the chest"",""warfarin"",""previous blood clot"",""started about two hours ago"",""started while sitting at home"",""has not properly gone away""]",,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Hallucination,conversation,Current Turn Hallucination Resistance,1.0,1.0,1.0,True,,,1.962808332988061,538,60,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Hallucination,conversation,Conversation Hallucination Integrity,1.0,1.0,1.0,True,,,1.962808332988061,538,60,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Consistency,conversation,Current Turn Consistency,1.0,1.0,1.0,True,,,1.962808332988061,538,60,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Consistency,conversation,Conversation Consistency,1.0,1.0,1.0,True,,,1.962808332988061,538,60,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Uncertainty,conversation,Current Turn Uncertainty Compliance,1.0,1.0,1.0,True,,,1.962808332988061,538,60,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Uncertainty,conversation,Conversation Uncertainty Integrity,1.0,1.0,1.0,True,,,1.962808332988061,538,60,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Conversation Drift,conversation,Initial Turn Retention,0.18435754189944134,1.0,0.18435754189944134,False,,,1.962808332988061,538,60,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,2,TRIAGE-CHAT-009-T002,1,False,,Conversation Drift,conversation,Protected Term Retention,0.0,1.0,0.0,False,,,1.962808332988061,538,60,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Factual Accuracy,turn,Factual Accuracy,0.1111111111111111,1.0,0.1111111111111111,False,,,2.1418499159626663,635,65,,"[""heavy, tight pain across the middle of the chest"",""warfarin"",""previous blood clot"",""started about two hours ago"",""started while sitting at home"",""has not properly gone away"",""pauses while talking"",""feels unable to get enough air""]",,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Hallucination,conversation,Current Turn Hallucination Resistance,1.0,1.0,1.0,True,,,2.1418499159626663,635,65,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Hallucination,conversation,Conversation Hallucination Integrity,1.0,1.0,1.0,True,,,2.1418499159626663,635,65,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Consistency,conversation,Current Turn Consistency,1.0,1.0,1.0,True,,,2.1418499159626663,635,65,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Consistency,conversation,Conversation Consistency,1.0,1.0,1.0,True,,,2.1418499159626663,635,65,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Uncertainty,conversation,Current Turn Uncertainty Compliance,1.0,1.0,1.0,True,,,2.1418499159626663,635,65,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Uncertainty,conversation,Conversation Uncertainty Integrity,1.0,1.0,1.0,True,,,2.1418499159626663,635,65,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Conversation Drift,conversation,Initial Turn Retention,0.1797752808988764,1.0,0.1797752808988764,False,,,2.1418499159626663,635,65,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Conversation Drift,conversation,Previous Turn Stability,0.6,1.0,0.6,True,,,2.1418499159626663,635,65,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,3,TRIAGE-CHAT-009-T003,1,True,3,Conversation Drift,conversation,Protected Term Retention,0.1111111111111111,1.0,0.1111111111111111,False,,,2.1418499159626663,635,65,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Factual Accuracy,turn,Factual Accuracy,0.2,1.0,0.2,False,,,3.065182292019017,723,98,,"[""heavy, tight pain across the middle of the chest"",""warfarin"",""previous blood clot"",""started about two hours ago"",""started while sitting at home"",""has not properly gone away"",""pauses while talking"",""feels unable to get enough air""]",,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Hallucination,conversation,Current Turn Hallucination Resistance,1.0,1.0,1.0,True,,,3.065182292019017,723,98,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Hallucination,conversation,Conversation Hallucination Integrity,1.0,1.0,1.0,True,,,3.065182292019017,723,98,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Consistency,conversation,Current Turn Consistency,1.0,1.0,1.0,True,,,3.065182292019017,723,98,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Consistency,conversation,Conversation Consistency,1.0,1.0,1.0,True,,,3.065182292019017,723,98,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Uncertainty,conversation,Current Turn Uncertainty Compliance,1.0,1.0,1.0,True,,,3.065182292019017,723,98,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Uncertainty,conversation,Conversation Uncertainty Integrity,1.0,1.0,1.0,True,,,3.065182292019017,723,98,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Conversation Drift,conversation,Initial Turn Retention,0.21761658031088082,1.0,0.21761658031088082,False,,,3.065182292019017,723,98,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Conversation Drift,conversation,Previous Turn Stability,0.5205479452054794,1.0,0.5205479452054794,False,,,3.065182292019017,723,98,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,4,TRIAGE-CHAT-009-T004,1,False,,Conversation Drift,conversation,Protected Term Retention,0.2,1.0,0.2,False,,,3.065182292019017,723,98,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,5,TRIAGE-CHAT-009-T005,1,False,,Factual Accuracy,turn,Factual Accuracy,0.09090909090909091,1.0,0.09090909090909091,False,,,2.6033141249790788,846,84,,"[""heavy, tight pain across the middle of the chest"",""warfarin"",""previous blood clot"",""started about two hours ago"",""started while sitting at home"",""has not properly gone away"",""pauses while talking"",""feels unable to get enough air"",""penicillin allergy"",""patient wondered whether it might be indigestion""]",,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,5,TRIAGE-CHAT-009-T005,1,False,,Hallucination,conversation,Current Turn Hallucination Resistance,1.0,1.0,1.0,True,,,2.6033141249790788,846,84,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,5,TRIAGE-CHAT-009-T005,1,False,,Hallucination,conversation,Conversation Hallucination Integrity,1.0,1.0,1.0,True,,,2.6033141249790788,846,84,,,,[],
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,5,TRIAGE-CHAT-009-T005,1,False,,Consistency,conversation,Current Turn Consistency,1.0,1.0,1.0,True,,,2.6033141249790788,846,84,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,5,TRIAGE-CHAT-009-T005,1,False,,Consistency,conversation,Conversation Consistency,1.0,1.0,1.0,True,,,2.6033141249790788,846,84,,,,,
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,5,TRIAGE-CHAT-009-T005,1,False,,Uncertainty,conversation,Current Turn Uncertainty Compliance,1.0,1.0,1.0,True,,,2.6033141249790788,846,84,,,,,[]
20260718T171919_161937Z_ollama_llama3_2_latest,ollama,llama3.2:latest,TRIAGE-CHAT-009,5,TRIAGE-CHAT-009-T005,1,False,,Uncertainty,conversation,Conversation Uncertainty Integrity,1.0,1.0,1.0,True,,,2.6033141249790788,846,84,,,,,[]
